bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,species:Chinstrap,species:Gentoo,island:Dream,island:Torgersen,sex:male
0.23963040671971292,0.7526079509006356,0.28615814437510795,0.32091867782672795,0,0,0,1,1
0.22505092509907484,0.6440310073075615,0.2794643982906059,0.2022365942394259,0,0,0,1,0
0.24911159011414505,0.565390631816541,0.32567093578908635,0.2184717340946505,0,0,0,1,0
0.21351393598388155,0.6906515927274157,0.32820816083352755,0.23457050132079743,0,0,0,1,0
0.266170781430276,0.8896760899874868,0.33564028502479304,0.39143067857203034,0,0,0,1,1
0.1787060789102914,0.5597605545211449,0.26838810492871945,0.20367266188236785,0,0,0,1,0
0.32666880276337557,0.8089394105011898,0.434591884988265,0.3895986998018476,0,0,0,1,1
0.17510795673234597,0.5651929169976436,0.2466080868410446,0.1953349180108962,0,0,0,1,0
0.2892429430606159,0.9433922714294685,0.3565548911308913,0.3881092621153876,0,0,0,1,1
0.3289054476748326,0.918817088192671,0.42021530866199597,0.4342323967567795,0,0,0,1,1
0.1835471831825829,0.5603974280009432,0.2880089228670816,0.2012228675676583,0,0,0,1,0
0.2265176037830305,0.6663719663726073,0.32349199760336145,0.2548352261122844,0,0,0,1,0
0.34612331865485896,0.9018860166835008,0.5077888142757,0.4858016758526767,0,0,0,1,1
0.16178611378870197,0.6111259698744016,0.22798936758861446,0.15729794148079543,0,0,0,1,0
0.34599976633128493,0.9206563101299514,0.49122146663274996,0.4247307153877031,0,0,0,1,1
0.132717734748511,0.22650970304239892,0.16021313177234883,0.10986120425582181,0,0,0,0,0
0.18590462172594105,0.39538509086488,0.18817876805258163,0.2888197249581098,0,0,0,0,1
0.20076277700734788,0.30186148743854224,0.2483295546518018,0.20296731385491282,0,0,0,0,0
0.23213886518323076,0.40507145730500776,0.25253678097248006,0.2845267530038412,0,0,0,0,1
0.1789826637389516,0.38332660033183086,0.20352045207803574,0.28389181110936895,0,0,0,0,1
0.1754784928220454,0.26477225835419116,0.20471756073990643,0.1872080884089468,0,0,0,0,0
0.2348952075728683,0.41726853987064394,0.2132048041112192,0.29526542027055935,0,0,0,0,1
0.1913222199055579,0.25981681970714066,0.1917956138771973,0.1516414557305971,0,0,0,0,0
0.1304077928969046,0.2554485327467378,0.12000060902641757,0.09334617302373212,0,0,0,0,0
0.2091356756646222,0.47146602728046555,0.2556435842471538,0.2802297445787496,0,0,0,0,1
0.25795552301349256,0.3840437331854171,0.18767665273328493,0.11029441797652448,0,0,1,0,0
0.30629119457262516,0.595165999762874,0.21787057644257424,0.2353178570392492,0,0,1,0,1
0.33672467220401076,0.45787529030861907,0.261241008085673,0.1415437005252341,0,0,1,0,0
0.3416461653898702,0.623354969021405,0.28582329527063854,0.29871105825246475,0,0,1,0,1
0.3094679843504346,0.4228654634790436,0.24951221603084175,0.15885801336808314,0,0,1,0,0
0.44724296903656385,0.6912310642395089,0.34663509408587423,0.35660818623866813,0,0,1,0,1
0.3928031277708242,0.7485936895627432,0.3281416545551057,0.3346177875642141,0,0,1,0,1
0.3478918519662597,0.42682300498904263,0.2596829701503534,0.17132129603266122,0,0,1,0,0
0.3272210753450407,0.4391439854740164,0.21182844046310267,0.1264396139833014,1,0,1,0,0
0.3756435483725839,0.6558180059176745,0.3196042492652374,0.35467258713205596,0,0,1,0,1
0.3068434927612814,0.43331493579004166,0.1863832046158863,0.1021134434732307,0,0,1,0,0
0.4169077072560958,0.6745084696577607,0.31789679564251616,0.3162204012392555,0,0,1,0,1
0.3223378430597704,0.47178888182274076,0.20631034078134003,0.1332722568026569,0,0,1,0,0
0.48149075756772475,0.7131976665176775,0.4417047280073138,0.4160363672323866,0,0,1,0,1
0.24681914232714386,0.38776338108652286,0.19011449520628856,0.09998025941204805,0,0,1,0,0
0.4024742215298705,0.6426157732053126,0.3416355622979833,0.31907646946490825,0,0,1,0,1
0.32164424928655017,0.6447883604287039,0.26773798005584076,0.26625027315119876,0,0,1,0,1
0.31474128113156824,0.4085519108590213,0.253463453877614,0.15735135645423207,0,0,1,0,0
0.46740461319978316,0.6824812838073563,0.3618676634834553,0.3857556520185861,0,0,1,0,1
0.1769178951365264,0.26975935007367413,0.2301388663421178,0.1518652845084141,0,0,0,0,0
0.243733935439317,0.507051701476602,0.2957317825463652,0.3252661274796766,0,0,0,0,1
0.17752256382268017,0.2637735818497708,0.19201066497432323,0.15027573358195248,0,0,0,0,0
0.29984558737286776,0.5634697759253731,0.35891828171600926,0.3464433693749066,0,0,0,0,1
0.13036399165233567,0.2557024706972951,0.14806644180632658,0.12942623096954534,0,0,0,0,0
0.25131346882343386,0.49813154712969343,0.2662666032208076,0.33245451974283086,0,0,0,0,1
0.18501108828203872,0.2560283703054485,0.22579118099045045,0.15615601486238884,0,0,0,0,0
0.2465254610289871,0.4665672557097371,0.2705197639236142,0.35649228481184136,0,0,0,0,1
0.1134828054299972,0.1722348354942908,0.12517703172897482,0.09477909275367612,0,0,0,0,0
0.23491104804696317,0.5188442641393319,0.2765561609876996,0.3355073175429234,0,0,0,0,1
0.14309950859791593,0.18561661468886834,0.14845353303646464,0.12430626686799627,0,0,0,0,0
0.34989666927754187,0.5407336072983868,0.3793183675076373,0.40596122197856527,0,0,0,0,1
0.15912197984673804,0.2234674554161754,0.19542167562316068,0.14891528532758452,0,0,0,0,0
0.24276934971988434,0.47652568169550663,0.30592468530205846,0.32813048407458423,0,0,0,0,1
0.12158639155223987,0.2026526191431583,0.12715484294465304,0.1115383524498023,0,0,0,0,0
0.2566918947683757,0.48387365054003206,0.28014300969523837,0.3245147971491193,0,0,0,0,1
0.14911107868931125,0.1896551354305658,0.1986325259960591,0.14425494959114146,0,0,0,0,0
0.24210042986033917,0.5151505846878861,0.28446860013621,0.34540854063521437,0,0,0,0,1
0.16136585461345465,0.5304086421404375,0.22535305834715333,0.16799555349476725,0,0,0,1,0
0.3339889799612108,0.9192228057461662,0.4531891524822485,0.41393397403169413,0,0,0,1,1
0.19596762839244664,0.619247537770583,0.3152416041525553,0.20323404707465187,0,0,0,1,0
0.24423797615375792,0.8621239410860333,0.34923926342043843,0.3453146584303507,0,0,0,1,1
